time	text	Annotator A	Annotator B	Annotator C
6月10日 18:34	服务器炸了，你就不可以修修吗？	0	0	0
6月10日 17:28	求求你圈了通行证钱就快点把地震给平了吧??别整一些没用的	0	0	0
6月10日 17:22	自走棋服务器能不能管管啊	0	0	0
6月10日 16:27	国际服也不好使么	0	0	0
6月10日 15:17	自走棋都炸成那样了也不维护一下嘛	0	0	0
6月10日 15:15	服务器炸几天了朋友！	0	0	0
6月10日 21:51	自走棋服务器炸了啊	0	0	0
今天 09:26	快修服务器啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊	0	0	0
6月10日 11:43	修修服务器？蹦了也不给个解释的咯？	0	0	0
6月10日 01:45	我发现了我一玩就卡wdnmd	1	0	1
6月10日 00:41	服务器今天这么差为啥啊，能不能给个说法？	0	0	0
6月9日 22:16	能不能把自走棋单独弄个服务器这样对dota玩家自走棋玩家都好这尼玛一局PPT30分钟玩尼玛呢	1	0	1
6月9日 22:02	求求你们完美赶紧倒闭，让腾讯代理吧	0	0	0
6月9日 22:02	每年赚这么多，中国这么多玩家几百几千级充本子搞这种服务器？歧视中国玩家？	0	0	0
6月9日 21:54	你能整整你们的服务器？	0	0	0
6月9日 21:41	你倒闭吧我求你了	0	0	0
6月9日 21:26	兄弟有事吗？	0	0	0
6月9日 21:25	救救孩子吧	0	0	0
6月9日 21:24	自走棋不能玩啊啊啊啊啊啊啊啊啊啊啊	0	0	0
6月9日 21:23	地震了呀	0	0	0
6月9日 21:23	求求你了	0	0	0
6月9日 21:23	快维护好吗	0	0	0
6月9日 21:23	自走棋炸了呀兄弟	0	0	0
6月9日 20:46	拉比克为什么不能赠送啊	0	0	0
6月9日 19:10	修修服务器把，我求求你们了	0	0	0
6月9日 15:23	连吃三把鸡不加糖果不加段位??好不容易休息想上堡垒真的难求求你把游戏卖了吧	0	0	0
6月9日 13:45	能修修你的服务器不？好好的假期游戏不让人玩了？	0	0	0
6月9日 12:46	除了拉比克其他都开到了	0	0	0
6月9日 08:07	能不能先修修游廊的服务器	0	0	0
6月9日 02:01	这真是一个玩着想喷人的游戏，地震地震尼玛呢？	1	0	1
6月8日 23:00	服务器啊哥	0	0	0
6月8日 22:30	能不能修一下服务器	0	0	0
6月8日 22:02	赶紧看看服务器是不是烂了，烂的话换几个新土豆试试	0	0	0
6月8日 21:16	更新啥啊，弄得游廊游戏全部跪	0	0	0
6月8日 18:39	打一把断一把？几个意思	0	0	0
6月8日 11:52	我只关心不朽23什么时候可以解封	0	0	0
6月8日 11:39	别潮汐了，求求了	0	0	0
6月8日 14:41	自走棋能不能别中途掉线，我他妈50血3星td愣是重连不上去	0	0	0
6月9日 19:11	自走期还能不能玩了，日	0	0	0
今天 00:51	服务器啥时候解决？	0	0	0
6月10日 22:10	服务器总是挂，这游戏有毒，再也不玩了	0	0	0
6月10日 20:49	假装看不到服务器炸服吗	0	0	0
6月10日 20:48	不知道是看不见炸服还是假装看不见，都四天了	0	0	0
6月10日 01:12	在？服务器是不是该续费了？	0	0	0
6月9日 21:17	服务器能管管吗	0	0	0
6月9日 15:56	不朽二不朽二不朽二	0	0	0
6月9日 10:33	TI9门票有没有人要啊，决赛日的。	0	0	0
6月8日 21:15	在？修下服务器？	0	0	0
6月8日 16:13	拉比克套装可以交易的吗	0	0	0
6月10日 22:36	放过玩家们吧，给腾讯代理，起码能玩，服务器不会炸几天	0	0	0
6月9日 20:44	你妈卡炸了	1	0	1
6月8日 22:36	能不能好好搞搞服务器	0	0	0
6月8日 16:09	辣鸡服务器	0	1	1
6月8日 15:40	牛逼嗷，一胡了你就掉线让不让人玩，不会搞服务器就别代理	0	0	0
6月8日 11:57	我只关心，哪个时候不在让完美代理	0	0	0
6月8日 11:53	尸王大好像花园恐魔，这是暗示风暴要火嘛（1/1）	0	0	0
今天 11:34	截止到什么时候？	0	0	0
今天 11:42	我说的黄牛服务器怎么样啊？考虑一下？或者vip怎么样？vip可以享受特殊优质服务器，vip限量特权码100个？	0	0	0
今天 11:35	Ti9抢票教学（黄牛版）	0	0	0
今天 11:47	黄牛邀请赛	0	0	0
今天 12:23	我认为，“带上你的朋友去Dota”那首歌的MV就应该入围	0	0	0
19分钟前	刚才一把卡的我怀疑人生了，草！	0	0	0
55分钟前	哥，不朽2什么时候出	0	0	0
今天 12:16	有没有最佳黄牛奖	0	0	0
今天 11:49	文字类的这么吃亏的嘛，怎么第一和人家第三一样一样的。	0	0	0
今天 11:40	完美今天还没倒闭吗？	0	0	0
今天 11:34	文字类第一名跟其他第三名一样	0	0	0
今天 11:34	拍一个TI9抢票实录就够了	0	0	0
33分钟前	服务器修好，行不行。要不然别人的服务器都比你们要好，你们怎么竞争啊	0	0	0
今天 10:44	这拉比克真是越看越像a牌	0	0	0
今天 10:53	不朽二小卡尔小小威望，求求你了，出一个吧	0	0	0
今天 10:46	在？RPG还能不能进了？服务器能不能好了？	0	0	0
今天 10:42	在？服务器修好了吗？整天骗钱不做事？？	0	0	0
今天 10:55	跳尼玛呢，服务器这么卡每天劝退多少人没点B数？	1	0	1
今天 11:02	黄牛们高价出票邀你来观战	0	0	0
今天 10:46	NO！//:英雄们盛装宝瓶套邀请你来跳舞“Doyouwannadancetonight”	0	0	0
今天 10:43	求求你把自定义服务器搞好吧	0	0	0
今天 12:26	基尼太美	0	0	0
今天 12:02	服务器呢？装你马的瞎子？	1	1	1
今天 11:53	跳舞街~~~~~~~~~~	0	0	0
今天 11:03	听说今天是闺蜜节，你快送我一个拉比克！//:英雄们盛装宝瓶套邀请你来跳舞“Doyouwannadancetonight”	0	0	0
今天 10:56	这潮汐是哥斯拉套装么	0	0	0
今天 10:56	感觉这次额外还挺好出的	0	0	0
今天 10:53	没一件好看的	0	0	0
今天 10:44	抚媚的小黑	0	0	0
今天 10:44	这PA也太帅了吧	0	0	0
今天 10:43	别说话，不朽二出了吗？	0	0	0
今天 10:57	今年没有夏季促销了吗？	0	0	0
6月10日 18:04	影响就是下棋三把卡掉了两把，肉搏三把都没打完	0	0	0
6月10日 18:07	要不干脆建个黄牛服务器吧，我出钱进，只要不卡	0	0	0
6月10日 18:05	没啥影响，反正都进不去。。。。	0	0	0
6月10日 18:56	这服务器还不如把游戏卖给腾讯好了	0	0	0
6月10日 20:52	要是确实运营不了可以给网易腾讯	0	0	0
6月10日 18:09	dota是五个人的游戏术士和他的四个地狱火	0	0	0
6月10日 18:45	我怀疑我被骗钱了，买了自走棋通行证之后，自走棋就玩不了了。消费体验很差	0	0	0
6月10日 21:24	我寻思着打dota服务器也没问题啊。。	0	0	0
6月10日 20:15	一个服务器问题修几天，连几万在线都抗不住？混啥呢？	0	0	0
6月10日 20:52	你们这服务器玩蛇呢？天天除了无法在当前时间进入匹配队列就是红蓝字？	0	0	0
6月10日 22:40	尼玛啊，又红条了	1	0	1
6月10日 19:21	这服务器玩尼玛呢，40分钟游戏打一个小时，老子冰魂大到了释放往后退半个屏幕	1	0	1
6月10日 22:03	dota这个ip在中国就是被你毁的	0	0	0
6月10日 21:57	先把服务器稳定了再说	0	0	0
6月10日 20:46	dota2服务器能尼玛修好不？	1	0	1
6月10日 22:33	他妈了个B的我玩你妈的ppt	1	1	1
6月10日 22:27	服务器炸几天都不管，只会圈钱	0	0	0
6月10日 22:40	服务器又炸了！！！	0	0	0
6月10日 21:21	就这服务器好意思打major？你打你妈呢	1	0	1
6月10日 22:11	服务器炸了啊啊啊啊啊	0	0	0
6月10日 20:38	好好弄下服务器真的不行吗	0	0	0
6月10日 18:05	我一个辅助，打团战被链接活活打死	0	0	0
6月10日 18:04	CNDOTA加油(???_??)?	0	0	0
今天 11:25	我的声音透过你的耳膜，直达你的思维，服务器服务器服务器	0	0	0
6月10日 19:27	nmlgb服务器不搞一搞？	1	1	1
6月10日 19:13	打nmlgcb	1	1	1
6月10日 18:21	反正又不一定进得了游戏，进了又不一定能打得完	0	0	0
6月10日 18:07	能先把服务器弄一下？真的恶心到我了，连续几天了？	0	0	0
今天 07:05	服务器炸了你亲马了?????pubg好歹知道道歉你们连个屁都不会放是吧？？？	1	1	1
6月10日 21:41	别的游戏都抓住小长假多搞活动拉日活，deadgame抓紧小长假搞崩服务器休假。	0	0	0
今天 12:10	卡的一匹，还好意思叫人玩	1	0	1
今天 11:03	打DOTA的表示服务器没什么大毛病	0	0	0
今天 10:43	别问老干爹，问就是老干爹被ban了	0	0	0
今天 09:49	刀塔是5个人的游戏，术士的5个地狱火	0	0	0
今天 09:08	今天又蓝字了	0	0	0
今天 05:23	有个问题：术士a仗刷新加上天赋，五个地狱火，然后还可以买活死，六个地狱火，这谁顶得住啊？是不是有点imba？	0	0	0
6月10日 23:30	nmsl	1	1	1
6月10日 22:03	就是玩不成	0	0	0
6月10日 22:03	无限蓝天白云	0	0	0
6月10日 20:52	妈的服务器能管管？？？	1	0	1
6月10日 20:44	rpg被ban了是吧	0	0	0
6月10日 18:52	我感觉今年黄牛是冠军	0	0	0
6月10日 22:56	完美你真特么不是个东西	1	1	1
6月10日 21:15	今天完美的服务器修好了吗？官博的妈还活着吗？没有修好！官博也没有妈	1	1	1
今天 09:06	英雄联盟出自走棋了你服务器还没好	0	0	0
今天 08:48	进来维权好嘛，刚花钱买了通行证，连续五天服务器崩溃，这是欺骗消费者吗？	0	0	0
今天 01:45	能给爷把服务器赶紧修了不？	0	0	0
6月10日 22:10	快点修复蓝字啊	0	0	0
6月10日 22:08	在？服务器炸了	0	0	0
6月10日 21:23	刚让我们办自走棋通行证，游戏就不能玩，这个算是欺骗消费者嘛？	0	0	0
6月10日 21:24	？你这服务器还修的好吗	0	0	0
6月10日 20:18	服务器崩的第三天。真好。	0	0	0
6月10日 20:15	这服务器成功让我脱坑。。。目测也让很多人脱坑了吧？从巅峰30万在线到现在的10万不到	0	0	0
6月10日 20:08	dota给了完美运营这种司马公司b脸不要的东西真是倒了八辈子血霉	1	1	1
6月10日 22:55	意思是留给不朽二的时间只剩两天了	0	0	0
6月10日 19:01	吼吼吼，铁粉标志	0	0	0
6月10日 23:13	刚你们偷摸更新啥了，更新了100多m	0	0	0
6月10日 23:13	服务器又炸了，蓝字	0	0	0
6月10日 22:09	wdnmd真就打游戏打成PPT呗	1	1	1
6月10日 20:30	卡的问题还能不能解决了？天天发广告，服务器不搞好谁玩？玩家天天反应看不见么	0	0	0
6月10日 19:30	不朽2不朽2不朽2不朽2不朽2	0	0	0
今天 01:42	红字完，蓝字玩，服务器崩盘，代理都做不好还开发什么游戏	0	0	0
6月10日 22:10	不是很明白，谁给你的勇气，还有脸更新这种微博内容，服务器，还记得这个东西吗？	1	1	1
6月10日 21:43	你期待个铲铲，不会做代理就不要学人家做代理赶紧跑路让给别人做求你了	0	0	0
6月10日 20:29	服务器不知道弄？还学人家代理游戏？	0	0	0
6月10日 18:07	术士不削，dota必亡//:基辅Minor后天就要开打了，今天更新的7.22c会带来什么样的影响呢？期待期待	0	0	0
6月10日 12:45	别问，明天西雅图周一	0	0	0
6月10日 12:45	课代表讲下不朽二是指啥？	0	0	0
6月10日 13:04	我只在乎中国队能不能夺冠	0	0	0
6月10日 13:09	腿腿，ti9带我进场内看比赛吧，可以肉偿	0	0	0
6月10日 13:12	不管，我只要ams的签名箱子	0	0	0
6月10日 14:17	ti5-5.28周四、ti6-6.23周四、ti7-6.16周五、ti8-6.22周五。预计今年6.22周六，明年ti106.20周六	0	0	0
6月10日 12:56	我只在乎你的签名箱子什么时候出来	0	0	0
今天 01:53	我想知道夏日特惠什么时候出来....	0	0	0
6月10日 12:59	我只在乎ams每天的直播	0	0	0
6月10日 15:47	肯定得过几天没啥人买宝瓶了再出，刺激一波消费	0	0	0
6月10日 13:13	我想知道手长出了来了么	0	0	0
6月10日 12:54	别说了，我买	0	0	0
6月10日 12:50	同时在乎夏季特惠	0	0	0
6月10日 13:00	我就不在乎不朽2，我只在乎你??	0	0	0
6月10日 13:50	我只在乎ams签名箱子什么时候出来	0	0	0
6月10日 13:40	不朽二！不朽二！	0	0	0
6月10日 13:35	我只关心签名宝瓶	0	0	0
6月10日 13:16	v社的6月中	0	0	0
6月10日 13:11	留着给你开！	0	0	0
6月10日 13:07	我觉得本周六会出卡尔身心～话摆在这儿了	0	0	0
6月10日 12:55	我只在乎你什么时候能回复我一下	0	0	0
6月10日 12:50	V历神奇	0	0	0
6月10日 12:46	得6月22号左右	0	0	0
6月10日 12:46	我只在乎小卡尔	0	0	0
6月10日 12:45	我只在乎啥时候能正常下棋	0	0	0
6月10日 12:45	我只在乎你什么时候回我	0	0	0
6月10日 22:04	这么卡的服务器没点x数了？	1	1	1
6月10日 22:11	你还敢赞这条。。。怕不是要被催炸	0	0	0
6月10日 16:27	先等特惠吧，好像往年特惠都比不朽二早上几天	0	0	0
6月10日 12:53	我的声音将穿透你的耳膜，直达你的思维不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二不朽二	0	0	0
6月10日 13:14	不是，完了7年dota2，九星连珠是什么	0	0	0
6月10日 13:15	那我活动上线前官方渠道充值买箱子的算不算？	0	0	0
6月10日 14:10	开了十五个瓶子刚好全部都有了	0	0	0
6月10日 13:13	欧皇玩dota的时候服务器也不卡么	0	0	0
6月10日 13:14	不买充值卡，给你恰烂钱？	0	0	0
今天 05:52	夏季特惠？	0	0	0
6月10日 14:10	充值完服务器能修好么	0	0	0
6月10日 13:13	九星连珠是啥？	0	0	0
6月10日 13:42	也就还行吧大木开金才算厉害...	0	0	0
6月10日 15:20	假的，图是p的！	0	0	0
6月10日 14:20	快拉倒吧	0	0	0
6月10日 14:27	九星连珠啥玩意	0	0	0
6月10日 14:35	什么九星？	0	0	0
6月10日 14:17	九星连珠是啥子	0	0	0
6月10日 13:44	啥叫九星连珠	0	0	0
6月10日 18:01	nmh，又玩不了rpg了服务器！	1	0	1
6月10日 14:42	什么烤猪	0	0	0
6月10日 14:24	说实话我都不信这东西能转到至宝了，我转到过2次至宝，指针停在至宝上之后顿卡，然后重新转，对转盘已经无感。	0	0	0
6月10日 15:36	我滴花呗已经还不起了	0	0	0
6月10日 15:15	3年前了	0	0	0
6月10日 14:00	充值活动吸引力太低了，还是买卡直接省银子直接	0	0	0
6月10日 13:59	刚刚买宝瓶的算么还是要另外再充	0	0	0
6月10日 13:35	nsnmn？	1	1	1
6月10日 13:27	Lzzscl//:这也太....欧到晕眩！另外提醒大家马上要上线一年一度的九星连珠活动了，典藏宝瓶的购买也会算入活动中，要通过刀币渠道充值哦！	0	0	0
6月10日 13:22	大家快去开让G胖亏到哭	0	0	0
6月10日 13:21	不当人了	0	0	0
6月10日 13:16	活动什么时候开始，块！告！诉！我！	0	0	0
今天 10:18	对不起，我还是买充值卡吧	0	0	0
今天 07:49	今年九星连珠，去年是八星报喜吗明年是十全大补	0	0	0
6月10日 21:08	支付宝上的充值渠道算不算？？	0	0	0
6月10日 20:03	充值完，麻烦给v社压力，服务器	0	0	0
6月10日 19:45	??猪才是食神	0	0	0
6月10日 19:44	官博竟然也转发这种营销号的微博，图3等级都领过了能是第一个箱子吗？？编瞎话也不打草稿的	0	0	0
6月10日 19:32	15开完一个珍稀都没有wdnmd	1	0	1
6月10日 17:14	我没中的，都是托！！！	0	0	0
6月10日 16:50	切，这个pa毫无亮点，萨尔从来不玩。拉比克我有至宝不朽我要啥额外，我呸	0	0	0
6月10日 16:40	不朽二呢	0	0	0
6月10日 16:38	不是。为什么总觉得完美充值活动慢半拍	0	0	0
6月10日 16:30	狗托，感到不适	0	1	0
6月10日 16:26	那么九星连珠到底是什么	0	0	0
6月10日 16:13	我就问问不知道完美号的密码能用steam进官网吗？	0	0	0
6月10日 15:59	夏促都快到了，不朽二呢	0	0	0
6月10日 15:56	所以有官方推荐的充值卡么，来一个好吗，秋梨膏	0	0	0
6月10日 15:55	我48个宝瓶没有拉比克你还让我看欧皇	0	0	0
6月10日 15:25	哈哈哈哈哈	0	0	0
6月10日 14:59	别骗我充钱	0	0	0
6月10日 14:54	托石锤了	0	0	0
6月10日 14:47	这个活动不用完美通行证吧，上线游戏就能参加吧？	0	0	0
6月10日 14:41	刚开始想，哇那我今年都是用steam钱包买的不是血亏，然后又一想前几年毛豆没中过血亏个屁。。。。	0	0	0
6月10日 14:35	不朽二呢！	0	0	0
6月10日 14:28	你能滚吗？1000级不出小黑。30个宝瓶零额外。你现在告诉我会计算到？你觉得我会信吗	0	0	0
6月10日 14:16	第一个感恩信赖出个珍品试试？	0	0	0
6月10日 13:38	托，继续托，我就不充	0	0	0
6月10日 13:38	狗托必死	1	1	1
6月10日 13:37	就您这每天晚上的服务器，所有玩家也都快眩晕了	0	0	0
6月10日 13:37	请做个人	0	0	0
6月10日 13:37	我也是开出了影魔至宝	0	0	0
6月10日 13:36	恭喜这个b	0	0	0
6月10日 13:24	这是啥活动	0	0	0
6月10日 13:24	真不做人了嗷？	0	0	0
6月10日 13:19	那么我直接steam冲的算??	0	0	0
6月10日 13:19	我冲了300，为什么只有一个萨尔	0	0	0
6月10日 13:19	我买了一轮，一个额外不出！	0	0	0
6月10日 13:19	充本子的钱也算活动吗	0	0	0
6月10日 13:17	九星连珠，谢谢惠顾	0	0	0
6月10日 13:17	游廊地图还是蹦蹦蹦	0	0	0
6月10日 13:16	什么是九星连珠	0	0	0
6月10日 13:15	就是充的多送的礼物越贵，没什么吊用的活动，不如买卡充值七折来的实惠	0	0	0
6月10日 14:17	什么哇？	0	0	0
6月10日 18:46	这是什么活动	0	0	0
6月10日 13:14	我对象抽到了一个拉比克，两个pa，一个萨尔……	0	0	0
6月10日 13:14	那是个什么活动	0	0	0
6月10日 13:14	一说到服务器你他妈都不回复的吗？	1	0	1
今天 11:00	游廊不让玩了？	0	0	0
6月10日 17:41	九星连珠玩卡吗？	0	0	0
6月10日 17:29	自走棋多久能好？？？	0	0	0
6月10日 17:00	服务器问题打算自暴自弃了嘛？	0	0	0
6月10日 15:24	你们这服务器炸的不打算维护了吗？	0	0	0
6月10日 13:32	游戏天天更新，服务器一辈子都搞不好，废不废啊？	0	0	0
6月10日 13:27	自走棋服务器又炸了	0	0	0
6月10日 17:17	有什么说的，举报了	0	0	0
6月10日 14:54	等于买100块钱的宝瓶，到时夏日特惠免费？	0	0	0
6月10日 13:59	充值就炸服务器	0	0	0
6月10日 13:54	把本子的25%拿来搭服务器，估计买的人会更多吧	0	0	0
6月10日 13:42	打了7年dota没听过这个活动。。。还是以前过年300刀币一个箱子良心	0	0	0
6月10日 16:58	能不能改改你们游戏语音机制啊舍友只会喷人服了	0	0	0
6月10日 14:44	哈哈哈哈哈嗝	0	0	0
6月10日 13:28	直接steam买的行不行还是要国服充刀币	0	0	0
6月10日 13:27	"wdnmd,我酸死了"	1	0	1
6月10日 13:25	狗托！//:这也太....欧到晕眩！另外提醒大家马上要上线一年一度的九星连珠活动了，典藏宝瓶的购买也会算入活动中，要通过刀币渠道充值哦！	1	0	0
6月10日 12:11	还有一个没入镜的突破手	0	0	0
6月10日 13:00	99年，人生第一个奶砖	0	0	0
6月10日 12:14	"99年还在网吧训练队努力中，各种来网吧挑战的战队，各种通宵比赛，看demo,这种激情终身难忘啊"	0	0	0
6月10日 12:12	二十年前我差点跟着我那几亿兄弟集体白给	1	0	1
6月10日 23:58	非要让00后知道99年的事？	0	0	0
今天 11:22	?～??20年前就是这个样子	0	0	0
6月10日 12:31	20周年出个大行动不过分吧	0	0	0
6月10日 12:03	99年？大概就是我爸妈出去打工把我扔给爷爷奶奶的年份吧	0	0	0
6月10日 12:06	那时候全城就一家网吧，五块钱一个小时。每天省下早饭钱去网吧玩cs，没钱的时候也不走就在网吧站着看别人玩	0	0	0
6月10日 14:25	99年依稀记得当时参加了一场世纪大战	0	0	0
6月10日 13:11	1999还没出生...	0	0	0
6月10日 18:04	20年前??我4岁我就希望我有一把特别大的滋水枪??哒哒哒哒哒！哈哈哈哈哈哈	0	0	0
6月10日 14:06	99年一岁？还在拉粑粑玩粑粑？	0	0	0
6月10日 12:03	明天大行动？	0	0	0
6月10日 15:06	99年4岁	0	0	0
6月10日 13:35	我妈肚子里	0	0	0
6月10日 13:26	99年我才刚刚出生，从小就喜欢打CS，这是一款充满竞技精神的游戏，我喜欢比赛时的气氛！我会一直努力下去的，加油！	0	0	0
6月10日 13:13	有抽奖！！！！我第一次玩cs是2002年左右！！！白房，不管是警是匪就是冲！！！	0	0	0
6月10日 12:18	最早接触cs是大姨给我买的盗版光盘，不知道为什么还有好几十张地图，那时候家里还没有联网，小学生也不会装bot插件，勉强装好了天天玩那个训练模式，当时觉得狙击枪的狙击镜好帅啊，现在我也还是个狙??手	0	0	0
6月10日 12:16	二十年前一岁床上天天躺着呢吧应该是	0	0	0
6月10日 12:14	99年我还未制霸铃兰幼儿园	0	0	0
6月10日 12:11	在拯救世界。	0	0	0
6月10日 12:04	99年？我还在穿着开裆裤玩泥巴	0	0	0
6月10日 12:04	一颗受精卵	0	0	0
今天 12:14	我刚出生我还在喝奶哈哈哈哈哈	0	0	0
今天 11:56	1999年我看别人打cs，才五岁	0	0	0
今天 10:10	99年刚出生。。	0	0	0
今天 09:56	99年我从娘胎B点去警家缴枪	1	1	1
今天 08:43	明天更新程序吗	0	0	0
今天 01:39	那时我在上学	0	0	0
6月10日 21:11	1999年，1岁了。	0	0	0
6月10日 19:37	20年前的这个时候六月份才出生，哈哈哈哈(?ω?)hiahiahia	0	0	0
6月10日 18:28	99年才3岁呢	0	0	0
6月10日 17:18	1999年，我出生，但是在摇篮里我就看我爸打CS了，一岁的时候已经能够熟练在沙漠2rushB了??	0	0	0
6月10日 16:56	99年我崭新出厂	0	0	0
6月10日 16:55	99年，emmmmmm，我出生啦！(?ω?)hiahiahia	0	0	0
6月10日 16:17	那时候还是偷偷去朋友家打cs	0	0	0
6月10日 15:19	99年刚出生，第一次玩cs大概在5岁吧hh	0	0	0
6月10日 14:48	99年？爬	0	0	0
6月10日 14:38	二十年前我还没出生说个毛线	0	0	0
6月10日 14:33	98年出生小学中班被我的舅舅到去楼下黑网吧打游戏cs1.5好像还是玩那个可以开车捡枪的图	0	0	0
6月10日 14:18	被孤儿用举报机器人举报到红色信誉该怎么提升信誉?？?？现在每把都有挂，真的玩不下去。	0	0	0
6月10日 14:13	当时我还不是一个受精卵	0	0	0
6月10日 14:08	99年这么小一个呢，第一次去天安门	0	0	0
6月10日 13:52	20年前还没我	0	0	0
6月10日 13:48	还没出生	0	0	0
6月10日 13:47	99年俺出生来白给啦	0	0	0
6月10日 13:36	五岁。。。可能还在田里玩泥巴吧？纪念一下去年的自己开出来的刀子哈哈	0	0	0
6月10日 13:17	哈哈哈99年的我要准备见证新世纪的曙光	0	0	0
6月10日 13:12	99年，我那时才两岁，还在广东生活，好像没什么记忆，只记得有个人对我很好，后来因为非典他染病去世，我也跟父母返回老家	0	0	0
6月10日 13:05	哈哈哈哈99年我刚好出生诶	0	0	0
6月10日 13:05	我是因为当年的wnv才入坑的	0	0	0
6月10日 12:59	99年刚出生就参加了一场战役	0	0	0
6月10日 12:56	1999年才三岁玩过1.5和1.6。最喜欢玩仓库那个地图了。当时不懂英语全靠死记来选地图。学校时代机房必玩项目。印象最深的应该是高二我们几个男生被班主任叫去机房改卷子录信息然后全一起打1.6了	0	0	0
6月10日 13:07	那一年风起云涌，9月三十号我出生了	0	0	0
6月10日 12:53	20年前的一天，我也不知道我在干嘛，因为我2岁	0	0	0
6月10日 12:41	99年我两岁，总是喜欢扣东西。沙发，墙壁，都被我抓烂了。二哈本性，搞得我现在脑回路都跟别人不一样。	0	0	0
6月10日 12:55	1999年还在上小学二年级，第一次接触cs还是在哥哥家里，我是痴迷的站在激烈交战中的哥哥身后默默关注这款游戏！第一次自己玩上这个游戏还是在念初中的镇上的小网吧里……时间过的是真快呀	0	0	0
6月10日 12:41	二十年前似乎我还在肚子里	0	0	0
6月10日 12:28	99年，刚好9岁。。。还不晓得有电脑这东西！	0	0	0
6月10日 12:23	不记得了，那一年我才四岁，记得个锤子。	0	0	0
6月10日 12:21	1999年我出生了	0	0	0
6月10日 12:19	"记得很小的时候就喜欢拿哥哥的电脑玩cs1.6,不禁感叹，原来我那么小就已经学会白给了啊，wdnmd"	1	0	1
6月10日 12:17	99年才8岁。。还在读幼儿园。。	0	0	0
6月10日 12:14	在网吧看大人玩cs1.5	0	0	0
6月10日 12:13	我一岁我有个锤子的故事	0	0	0
6月10日 12:13	几亿兄弟一起白给	1	0	1
6月10日 12:11	那年我刚出生啊	0	0	0
6月10日 12:11	99年我才刚出生，但我妈告诉我她清楚地记得怀着我时听到广播澳门回归????	0	0	0
6月10日 12:11	20年前我还是个镜子……	0	0	0
6月10日 12:09	99年的时候我才1岁啊	0	0	0
6月10日 12:07	·~??·~〇?????·~???·~???????????????·~	0	0	0
6月10日 12:05	1岁我能记得啥??	0	0	0
6月10日 12:05	这次活动又是视频开箱？来点干货好吗	0	0	0
6月10日 12:05	不少人还是液体	0	0	0
6月10日 12:04	我起了一枪秒了有什么好说的	0	0	0
6月10日 12:04	99年刚出生，但是没有闸总给我发狙	0	0	0
6月10日 12:04	1999年跨世纪	0	0	0
6月10日 12:03	1999年，我出生了	0	0	0
6月10日 12:03	完了99年才出生走远了	0	0	0
6月10日 12:03	来早了，还没故事看	0	0	0
今天 09:08	为什么游戏进不去	0	0	0
6月10日 12:08	99年刚开始看猫和老鼠和蜡笔小新	0	0	0
6月10日 17:54	99年我才1岁，估计还没有懂事吧。	0	0	0
6月10日 12:39	1999年的事情不记得了2005年白房子我还是记得的	0	0	0
6月10日 12:36	99年还在穿尿布	0	0	0
6月10日 12:32	所以要开大行动？	0	0	0
60分钟前	99年，才一岁大概就是无休止的尿床，床单无限白给。	0	0	0
6月10日 22:21	99年刚出生??初高中打cs1.5?cf??大学被室友带入坑csgo已经白给了两年目前5e1800官匹ak这是我宿舍第一突破手	0	0	0
6月10日 15:00	"买过正版cs1.3,网络不发达，也没什么破解，玩游戏装软件全靠盘。买的国内代理的正版cs，支持升级。70块钱的盘。电脑是8000多的奔腾三，当时市中心的房才400一平"	0	0	0
6月10日 14:37	我生日开奖不送合适么	0	0	0
6月10日 12:19	我感觉这贴下面和我一样99刚出生的有不少	0	0	0
6月10日 12:17	19990310我破壳了	0	0	0
6月10日 13:34	明明翻译和顺序都不一样??一群憨憨还去举报？??这是对两边翻译者的侮辱	0	0	0
6月10日 13:45	文章审核中？？不会真有憨憨举报吧	0	0	0
6月10日 12:00	影魔:护甲给错人了吧？	0	0	0
6月10日 11:47	官博的翻译虽然要比HOHO哥慢一些，但是一些歧义问题的翻译明显要准确一些。请各位带节奏或者不明真相的吃瓜群众消停一下	0	0	0
6月10日 13:32	你能不能下次比HOHO哥快些？	0	0	0
6月10日 12:12	还真发在hoho哥后面啊	0	0	0
6月10日 12:48	抄作业抄完了	0	0	0
6月10日 18:48	能不能把自走棋修复一下啊，把把都崩	0	0	0
6月10日 12:15	TK这改动？？	0	0	0
6月10日 12:16	7.22c的中单暗牧，邪能点金手加上经验天赋，光是想想就觉得很恐怖	0	0	0
6月10日 11:42	粗略看了一眼，看到好多史诗加强	0	0	0
6月10日 13:00	卡尔究极加强	0	0	0
6月10日 12:00	报！重大bug！有关陈！望火速修复！	0	0	0
6月10日 11:44	卡尔获得史诗级加强！小可很开心！	0	0	0
6月10日 11:56	发慢了说，发快了也会说，爱看看不看滚啊，怎么事儿这么多，有人就想关注一个不行吗？本人都没说过啥一个个闲的真的是	1	0	1
6月10日 14:13	游廊掉线bug修好了吗	0	0	0
今天 02:35	求你把nec改回来吧	0	0	0
6月10日 11:52	hoho哥翻好了立刻转发！	0	0	0
6月10日 11:42	遇事不觉，护甲+1	0	0	0
