time	text	annotator A	annotator B	annotator C	
4月14日 06:27	还不是因为你作风败坏	1	1	1	
4月13日 23:57	让晓晓的笔别折腾了，净给你招黑	0	0	0	
4月12日 17:43	你出轨了就是你的错	0	0	0	
4月12日 16:52	我其实一直想说，离婚的人多了去了，也没见有那么多喷子，人家和USERNAME是合法夫妻，离都离了，，干嘛非吵的和世界末日了一样，在怎么说也是人家的“家事！”轮得到你们在这评头论足的？	0	0	0	
4月12日 16:33	你去监狱看过吉吉吗，毕竟一起睡过了啊	0	1	0	
4月12日 07:52	你烦死了团成一团华丽的走开行不行～	0	1	0	
4月10日 23:46	终于知道世界上真有人脸比城墙转拐还厚了！	1	1	1	
4月10日 17:17	一下子关闭评论，一下子打开评论，有意思吗？	0	1	0	
4月10日 00:54	搞清楚了就各自过时不时久不久提一下炒冷饭啊？有意思吗？为什么一定要两边粉丝掀起骂战呢？格局不大的人活该被搞	1	1	1	
4月9日 20:34	同学。不要再炒作了。你们有本事把证据摆出来，让大家评理，不要天天博关注度	0	1	0	
4月9日 19:37	可以晒你的判决书了吗？可爱的马小姐...	1	1	1	
4月9日 17:53	如果你跟USERNAME无染，那USERNAME可真大心机	0	0	0	
4月15日 08:21	真特么jian	1	1	1	
4月15日 08:21	不要碧莲	1	1	1	
4月14日 00:17	USERNAME还和你联系吗？我是你的粉丝	0	0	0	
4月11日 09:35	又想火一把？	0	0	0	
4月10日 19:50	你家那点破事都好几年了，还弄出来说，你不烦吗？？	0	1	0	
4月10日 19:44	你可真没有意思啊，消停呆着得了	0	1	0	
4月10日 17:59	两个狗男女，USERNAME和USERNAME	1	1	1	
4月10日 15:01	有时间去看看USERNAME吧，你在外面潇洒，他在里面捡肥皂，他都瘦了，你应该多关心他才对！！	0	1	0	
4月10日 13:46	廉耻请牢记于心	0	0	0	
4月10日 13:10	法院判的USERNAME婚内重大过错是什么？	0	0	0	
4月10日 13:00	我怕骂你会被赞到3000年怎么办？	1	1	1	
4月10日 08:37	突然连着发了几条微博，岁月静好。。。我就知道，你又要开始作妖了。。。果不其然。。。哈哈哈哈哈	0	0	0	
4月10日 02:09	为什么一审法院判决你有存在婚外不正当关系	0	0	0	
5月19日 11:12	人能够不要脸到这种地步真的刷新了我对人类下限的认知。你比潘什么莲的有过之而无不及，一会玩曝王的什么黑幕一会又要跑人家家里去剪摄像头，把人家老妈气病，我服了王家上辈子做了什么孽，摊上你这么个东西。	1	1	1	
5月19日 11:03	我一直想问这条舔狗是谁	1	1	1	
4月20日 09:11	没有USERNAME你狗B不是	1	1	1	
4月17日 15:37	到底为什么，因为你出轨了	0	0	0	
4月16日 08:32	"真没意思，都离婚了还总提人家干啥？活不起啊？要是放不下,当初就别趴在宋身上哼哼唧唧，!要是放下了,就让USERNAME滚出你的意识，谁也不认识睡谁!"	1	1	1	
4月12日 23:55	平心而论，离婚是两个人的事，方式有很多种。为什么一定要发声明呢。除非他想得到他想要的。现在回想起半年前USERNAME发声的视频，不是没有道理，这一次，我站USERNAME。毕竟她没有团队。而USERNAME这个假好人的形象终究会被时间暴露。	0	0	0	
4月12日 20:31	为什么你会出轨？	0	0	0	
4月12日 15:51	宋狗贼的吊味道如何？那么喜欢添。	1	1	1	
4月12日 14:05	是不是对USERNAME有利的就放出来，真有意思	0	0	0	
4月12日 06:47	你把骂你的评论都删了	0	0	0	
4月12日 04:27	你想找男人吗？你看我合适吗？	1	1	1	
4月11日 18:50	法院二审判定USERNAME婚内与他人存在不正当关系，告辞不谢。	0	0	0	
4月11日 18:34	USERNAME臭名远扬活该，她自己作的	1	1	1	
4月10日 20:35	你也不是个好搞的主，你才更该摸着良心问值不值。这些年除了吸USERNAME的血喂肥自己，现在胆子肥了，能耐了，会叫喧了。	0	0	0	
4月10日 09:50	最开始的时候USERNAME发微博我去底下评论只要是向着USERNAME或者中立的语言就会被秒删??一个老实人会干这种事？我有截图为证所以我才开始相信有些舆论真的都是花钱买的??不利于自己的都会删掉	0	0	0	
4月10日 08:04	讨厌王八渣	1	1	1	
4月9日 19:40	谁可以发一下马的粉丝后援群照片.里面有很多这里的人包括USERNAME.	1	1	1	
4月9日 19:32	时不时的跳出来瞎吼吼。是什么用意	0	0	0	
4月9日 19:28	你又闲的无聊了吧，又开始搞事情了	0	0	0	
4月9日 19:27	老发啥呀，谁愿意看你们这帮戏子的破事	0	0	0	
4月9日 18:43	看着风平浪静，又要出来着要了，放心吧，一如既往的骂你	0	0	0	
4月9日 18:33	不想和你纠缠不清，只为早日和你断清关系	0	0	0	
4月9日 18:30	都已经离婚了，就不要互掐了。	0	0	0	
4月9日 18:14	开心过自己的生活！才是硬道理	0	0	0	
4月9日 18:10	开评论了？胆儿肥了啊，别炒作了，以后好好做人，好好过你的日子吧。	0	0	0	
5月3日 03:15	吃好喝好等宋吉吉出来再续前缘	0	1	0	
4月21日 12:38	每天还都在消赞，有时人们看到的真相，其实都是掌控这些的人、想让你看到的所谓真相而己!	0	0	0	
4月18日 01:27	女人出轨就是大错！	0	0	0	
4月15日 19:36	钱都分到了你还诋毁别人，果然人认识不到自己错了请问你出轨了不	0	0	0	
4月13日 12:38	你怎么还有脸在这里说呢	1	1	1	
4月13日 12:24	这评论全是买的评论吧??竟然有人盼你好哈哈??不是花钱买的怎么可能呢哈哈哈哈	0	0	0	
5月3日 03:15	吃好喝好等宋jiji出来再续前缘	0	1	0	
4月12日 21:38	可真把你牛逼坏了？？？？	1	0	1	
4月12日 21:15	为了孩子，低调点吧，和人睡了，难道还那么理直气壮？	0	0	0	
4月12日 21:13	咋着你还羡慕杨慧	0	0	0	
4月12日 18:33	因为你出轨啊	0	0	0	
4月12日 16:57	我求求你别买号骂我们好吗？？群众的眼睛是雪亮的	0	0	0	
4月12日 11:49	没有USERNAME，你付得起231690元人民币？？？	0	0	0	
4月11日 21:06	现在骂USERNAME还有赞么？	0	1	0	
4月11日 13:36	没见过这么得瑟不要脸的女人	1	1	1	
4月11日 13:36	没见过这么得瑟不要脸的	1	1	1	
4月11日 12:22	真没意思，这都几年过去了又翻出来嘚吧嘚的	0	0	0	
4月11日 08:31	我觉得我相信你是被人有计划的陷害你的，时间会证明一切	0	0	0	
4月11日 06:20	蛋炒饭啊？冷了又炒炒，累不累	0	0	0	
4月11日 00:56	USERNAME的吊大不大？	1	1	1	
4月11日 00:56	我的屌大还是USERNAME的大？	1	1	1	
4月11日 00:53	我就想知道你和USERNAME做爱来吗	0	1	0	
4月9日 13:00	只要岁月静好就够了，其他的让它随风而去	0	0	0	
4月9日 12:42	好诗好景好心情	0	0	0	
1月19日 00:49	他撤你的热搜，这是看不起你，盘他！	0	0	0	
1月19日 00:51	USERNAME你第一次让我失望，你居然在钱的方面输给了USERNAME	0	0	0	
1月19日 01:23	一边吃瓜一边忍不住评论下律师函	0	0	0	
1月19日 00:49	粉你一天	0	0	0	
1月19日 00:50	热搜撤了，校长分分钟又给安排上了，问题不大。	0	0	0	
1月19日 00:51	这一切的背后，是人性的扭曲还是道德的沦丧？是性的爆发还是饥渴的无奈？尽请关注2019开年巨献《糟老头子坏的很》……让我们一起跟随着娱乐圈纪委书记的镜头走进USERNAME那不为人知的内心世界。	0	0	0	
1月19日 00:50	性感USERNAME在线执法	0	0	0	
1月19日 00:50	娱乐圈纪检委！盘他！	0	0	0	
1月19日 00:49	成功打出三环	0	0	0	
1月19日 00:49	我的天，第三条了老公	0	0	0	
1月19日 00:49	跟这种老男人斗真的杀人不见血	0	1	0	
1月19日 00:49	骂！使劲儿！	1	0	1	
1月19日 00:50	冲鸭顶级流量！！我们看好你！捶死糟老头子！	0	0	0	
1月19日 00:52	确实看不下去了，连赞三次，希望女孩儿平安，仅此而已	0	0	0	
1月19日 00:54	正常人都干不出USERNAME这事。。	0	1	0	
1月19日 00:49	USERNAME今晚biss！	1	1	1	
1月19日 00:52	USERNAME什么时候死哦，年纪差不多了吧	0	0	0	
1月19日 00:49	我刚说这个热搜降的也太快了8！！！	0	0	0	
1月19日 00:49	USERNAME	0	0	0	
1月19日 01:00	我说真的，这微博我谁都不信就信USERNAME。USERNAME真的是，美貌与智慧并重、英雄与侠义的化身	0	0	0	
1月19日 00:49	哥，您就是负责让他回到人们视线的桥梁！不要停，继续怼！	0	0	0	
1月19日 00:49	我说怎么突然没了	0	0	0	
1月19日 00:51	太牛逼了老公！！！！娱乐圈需要您主持正义！！	0	0	0	
1月19日 00:51	USERNAME以三条微博领先	0	0	0	
1月19日 00:49	USERNAME，大张伟一样的待遇了	0	0	0	
1月19日 00:49	你个糟老头子，一肚子坏水。	1	1	1	
1月19日 02:17	他撤你的热搜，这是看不起你，盘他！盘他！！！这糟老头坏的很！！！	1	0	1	
1月19日 00:49	还剧透吗我有点困了	0	0	0	
1月19日 01:48	就是这么被撤的，有钱真好，吴法吴天。	0	0	0	
1月19日 00:49	终于等到你发微博，怼的好	0	0	0	
1月19日 00:50	校长辛苦了连发三条刚到底	0	0	0	
1月19日 00:49	弟弟行为。	0	1	0	
1月19日 09:43	支持USERNAME，坐等结果，一直都是以好男人的形象！USERNAME68年9月5日，戊土生于申月，寒气渐增，先用丙火。秋月金得司令，日干偏弱，用神喜印比。大运辛酉，伤官一柱和命局形成了食伤混杂的局面，壬戌、癸亥大运调候了命局，却克伤丙火用神，导致运势低迷	0	0	0	
1月19日 00:49	有点帅嘻嘻	0	0	0	
1月19日 00:50	啧真的没见过这么渣还这么坏的。	1	1	1	
1月19日 00:49	哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈啊哈哈啊哈娱乐纪委员只会晚到不会不到	0	0	0	
1月19日 00:50	校长使劲盘他！	0	0	0	
1月19日 00:51	哈哈哈哈哈哈哈哈哈哈哈哈哈牛批！	0	0	0	
1月19日 00:56	热搜没有了大家不奇怪么？重点是USERNAME还活跃在屏幕上啊，这届网友加油啊别辜负校长的正面刚	0	0	0	
1月19日 01:35	让我们有奖竞猜一下到底会不会威胁大张伟的置顶地位呢	0	0	0	
1月19日 00:49	第一次见校长发三条骂人，这种待遇只有大张伟才能拥有	0	0	0	
1月19日 00:49	哈哈哈哈哈哈哈哈	0	0	0	
1月19日 01:06	瞧瞧USERNAME这b把我老公给气的	0	1	1	
1月19日 00:50	一直是我喜欢的USERNAME	0	0	0	
1月19日 00:50	可以说王总可是很生气了，带得我也觉得好气	0	0	0	
1月19日 07:07	这个糟老头子坏的很啊	1	1	1	
1月19日 12:02	顶我上去告诉USERNAME??微博搜不到他	0	0	0	
1月19日 00:50	渣浪出来挨打	0	0	0	
1月21日 10:42	你女朋友和那个小三是闺蜜??你要帮着出头也要查清楚再喷吧～啧啧啧	0	1	0	
1月19日 10:51	女方是个小三哎???虽然我不知内幕但做小三总归是不对的吧??还一下做了七年??还有脸骂别人是鸡???这我就有点蒙	1	1	1	
1月19日 00:49	啊哈哈哈哈哈我要疯了	0	0	0	
1月19日 01:11	顶级流量感觉自己收到了侮辱	0	1	1	
1月19日 00:49	硬怼到底了	0	0	0	
1月19日 00:50	你不睡觉不怕猝死吗USERNAME？	0	1	1	
1月19日 00:49	连续三条哈哈哈！！	0	0	0	
1月19日 05:52	我发现USERNAME越来越脑残了。曝光是一回事，勒索是一回事。敲诈勒索是重罪，懂不懂。。	0	1	0	
1月21日 10:14	你就是个坏B，搞不清楚真相瞎战队，这种贪得无厌敲诈勒索不要脸的小三就该去坐牢。	1	1	1	
1月19日 00:50	热搜降的真快公关很有钱，之前第一的，一晃第八了	0	0	0	
1月19日 00:50	说你呢听见没	0	0	0	
1月19日 11:57	顶我上去，微博搜不出USERNAME来了	0	0	0	
1月19日 01:00	后面还发吗？我可以等等再睡	0	0	0	
1月19日 00:54	牛逼！！！！USERNAME！！！我的偶像！！	0	0	0	
1月21日 10:10	原来你现在这任女朋友和小三是闺蜜，难怪你要出头，不过感觉你也被蒙蔽了，看看小三的微博，USERNAME对她不薄哦，是她太过于贪得无厌	0	1	1	
1月21日 11:21	我觉得，你才是被拿了当枪使的那个。。。报警没毛病，因为女的敲诈勒索，价格合理的分手费，USERNAME不是出不起，相比钱来说名声更重要。你大概是被女方当枪使了，而莫名其妙的就卷进去了～	0	0	0	
1月21日 12:07	你也不是好人，你觉的一个男的愿意放弃被暴光而影响的事业？凡是都有两面性，那女的也是无低洞。你会不懂？估计跟你有一腿	0	1	0	
1月19日 00:49	校长牛b！	0	0	0	
1月19日 00:49	老公牛逼！	0	0	0	
1月19日 01:19	撤热搜竟然是真的	0	0	0	
1月21日 21:17	USERNAME，你竟然为了只鸡发声，有失身份啊，	1	1	1	
1月19日 00:49	校长还不睡呢	0	0	0	
1月21日 12:10	本来以为你是正义，没想到那女的闺蜜是你女伴，贵圈真牛逼	0	0	0	
1月19日 05:17	个人认为，校长还是悠着点好，怕着就是以后有人心里惦记着，捉你痛脚再给你一刀	0	0	0	
1月19日 11:46	校长!微博都搜不到你了!	0	0	0	
1月21日 12:05	先不说USERNAME??USERNAME这种现代西门庆??被塑造成了道德模范??正义使者??这时代也是够魔幻的	0	0	0	
1月19日 00:49	哇！USERNAME你来了！！！	0	0	0	
1月21日 11:37	USERNAME哥，为什么就说USERNAME了，为什么不说那个女的么？难道就是因为你的女朋友和这个女的是闺蜜嘛？两个人都有错好嘛？要么就都骂，要不就别吱声，	0	0	0	
1月19日 00:49	哈哈哈真爱了	0	0	0	
1月19日 01:14	撤完了，USERNAME，他把你热搜撤完了！	0	0	0	
1月21日 09:58	这是谁啊USERNAME，搞半天陈小三是你女人闺蜜哦	0	0	0	
1月19日 11:49	搜USERNAME没有一个是正主只有我发现了吗	0	0	0	
1月19日 00:52	必须给你点赞，不点都不行	0	0	0	
1月19日 00:49	说得好	0	0	0	
4月28日 00:34 	回复:這律師事務所怕是假的吧[笑哭][笑哭]	0	0	0	
4月27日 16:20 	666//:热搜撤得够快的，然而你这个逼还是坏得让人害怕	0	1	1	
4月27日 11:50 	快意恩仇，粉了	0	0	0	
4月27日 09:32 	哈哈哈哈哈哈??笑尿	0	0	0	
4月26日 15:47 	回复:这次就饶过你，明天回央视报到吧	0	0	0	
4月26日 07:19 	回复:那些老艺术们也都不错滴	0	0	0	
4月26日 00:27 	回复:有钱人的话一般都不难理解	0	0	0	
4月25日 18:33 	别人的事管你球事	0	0	0	
4月25日 14:49 	这是个严谨的家伙	0	0	0	
4月25日 12:46 	我觉得微博都是你自己手写的因为你说的话太接地气	0	0	0	
4月25日 09:32 	最后怎么样了	0	0	0	
4月25日 08:20 	回复:所以你最正你最棒！	0	0	0	
4月25日 02:43 	回复:呵呵，一个有家室的人还在外面乱搞，这叫三观正嘛	0	1	1	
4月24日 22:58 	不觉得USERNAME有啥不对的	0	0	0	
1月21日 21:48	那个女的大家都知道了四个字形容。纸醉金迷！活该！！一带一路；讹到暴富…！	0	1	0	
1月19日 00:51	纪委在线巡逻	0	0	0	
1月19日 00:54	哈哈哈哈哈校长在线伸张正义	0	0	0	
1月21日 20:51	你这个嫖客也很坏滴啊。搜狐报道:陈昱霖和一位姓陈的小姐关系很好，而这位陈小姐和USERNAME关系比较好.....大家都是piaoke，何必五十步笑百步	1	1	1	
1月19日 00:54	老公干死他	1	1	1	
1月19日 01:28	哇哦～不止道德沦丧，还人性扭曲。建议央视十二套的《道德观察》栏目来观察一下USERNAME先生。	1	1	1	
1月19日 14:58	我们公司投拍军师联盟的时候，他就在剧组乱搞了好吗人人皆知，私刻公章做假合同骗我们公司钱，证据确凿的事儿官司现在都没打下来，人家后台硬着呢	1	1	1	
1月19日 11:49	怎么微博搜USERNAME直接搜不到	0	0	0	
1月19日 11:43	好像现在搜索USERNAME都搜索不到了	0	0	0	
1月21日 21:25	哟哟，女朋友闺蜜当人小三落得不好下场你要替她不平了？	0	1	0	
1月21日 21:16	怪不得你喷USERNAME，原来女朋友跟小三是闺密	0	0	1	
1月21日 23:55	陈昱霖就不坏了？小三什么时候是同情的对象了？	0	0	1	
1月19日 02:45	因为校长不是艺人，所以使劲盘他	0	0	0	
1月19日 01:21	扯你热搜干他！	0	0	0	
1月19日 00:49	卧槽，nb	0	0	1	
1月19日 11:45	为啥微博搜不USERNAME了	0	0	0	
1月19日 00:50	哈哈哈哈哈哈哈哈哈哈哈哈不好意思我竟然觉得有点可爱	0	0	0	
1月19日 00:49	没毛病	0	0	0	
1月19日 12:00	大哥，你微博号搜不到了	0	0	0	
1月19日 00:50	老公真nb	0	0	0	
1月19日 00:54	今天是不怼到天亮是不休息了哈哈哈哈	0	0	0	
1月19日 00:49	哈哈哈哈哈哈哈哈[笑哭]	0	0	0	
1月19日 00:56	USERNAME，我们看到了，这事儿靠你了！	0	0	0	
1月19日 11:57	真的搜不到你辣！校长盘他们！	0	0	0	
1月19日 00:51	王先生正面刚！冲鸭！！！	0	0	0	
1月19日 01:10	你快买个热搜第一挂他几天往死里盘	0	1	1	
1月19日 12:48	别看老公花心，但是老公好过的女的都很幸福	0	0	0	
1月19日 11:30	现在敢说的也就只有你了，盘他	0	0	0	
1月19日 00:50	怼的漂亮	0	0	0	
2月8日 11:59	现在，才知道，原来情圣二，是万达投资的，难怪校长会如此怒气冲冲了	0	0	0	
1月20日 07:23	同样USERNAME的妻子柯震亚也不值得同情，夫妻俩合计着算计这个女孩，下套让人家蹲监狱，USERNAME找小三小四小五的时候她不管不问，人家要钱的时候却比谁都狠，这个柯震亚贪财的很，跟USERNAME一样都是老狐狸	0	0	0	
1月19日 01:11	这个糟老头坏的很	1	1	1	
1月21日 20:18	有钱未必代表真理，USERNAME公子，希望你在你老爸的路上一往无前！！！	0	0	0	
1月19日 00:49	校长锤死这个B波	1	1	1	
1月19日 13:16	老公我爱你，盘他！	0	0	0	
1月19日 12:40	影视圈真黑，玩完人家大闺女还给你送大牢去。糟老头子，坏的很???	0	1	0	
1月19日 05:40	别让坏人赢。//:热搜撤得够快的，然而你这个逼还是坏得让人害怕	0	1	1	
1月19日 00:50	你真棒	0	0	0	
1月19日 00:50	咋回事啊？	0	0	0	
1月19日 00:49	真刚！	0	0	0	
1月19日 07:08	三条微博了???我信了也只有USERNAME这么敢说大实话了吧	0	0	0	
1月19日 00:50	你一直在关注这件事吗	0	0	0	
2月8日 00:21	投资风波？	0	0	0	
1月24日 15:18	有报道说：你删了diss吴的微博，我赶紧来看看。幸好还在，心里踏实了。挺住～我们就不删。	1	0	1	
1月19日 13:51	七年前女孩到不到18岁？如果不够18岁，属于诱奸，女孩请个好律师拌倒吴	0	0	0	
1月19日 02:24	盘他，糟老头子坏得很	1	1	1	
2月8日 02:14	气急败坏是因为撤资流浪地球投了情圣2么	0	0	0	
2月7日 15:35	有消息称，万达撤资流浪地球，吴京补位继续拍。万达投了春节档另一部情圣2，USERNAME主演。现在回想过来，才知道校长为啥如此生气。//:热搜撤得够快的，然而你这个逼还是坏得让人害怕	0	1	0	
1月19日 01:30	这恩宠程度已经赶超大张伟了	0	0	0	
3月4日 18:29	你和周洁穷的热搜也撤的挺快啊	0	0	0	
1月19日 02:25	你也真是太帅了吧今天	0	0	0	
1月19日 00:49	吃瓜？？？？？？	0	0	0	
1月19日 12:40	民国三年等不到一场雨，用十年牢狱换一个陪睡七年的你	0	0	0	
1月19日 10:32	难道是我看错了吗，公安部的那条好像不见了	0	0	0	
1月19日 00:50	连发三条看来这个糟老头坏得狠	0	1	0	
2月7日 13:30	万达投资的情圣2.连累影片校长很生气。	0	0	0	
1月21日 21:10	USERNAME这次是被爱冲昏头脑了吗？竟然为小三说话	0	1	0	
3月4日 15:34	你和琼小姐的热搜撤得更快啊，第一都能秒撤	0	0	0	
2月22日 14:09	大家没发现USERNAME对这个点赞吗？	0	0	0	
1月19日 11:45	校长、有人限制你的微博搜索。搜你都搜不到了	0	0	0	
1月19日 09:31	王正义来袭[捂脸]	0	0	0	
1月19日 01:19	USERNAME我顶不住了，兄弟们明天早上告诉我过程好吗	0	0	0	
1月19日 00:50	赞同校长的三观	0	0	0	
1月22日 16:48	你也真几把幼稚，要是有个女的跟你分手讹你几千万一个亿啥的，估计你比他还狠	0	0	0	
3月20日 18:53	USERNAME把头像换回来他不配	0	0	0	
1月19日 00:50	三条了，校长厉害????估计晚上不睡觉也要把热搜拿回来	0	0	0	
1月21日 22:36	这女的他妈说私人飞机是女儿朋友的男朋友的，是不是就是你的啊	0	0	0	
1月19日 12:48	服了，都还没说什么就撤了评论也是牛逼的	0	0	0	
1月19日 01:22	又撤了…	0	0	0	
1月19日 00:50	校长就是刚，也对，校长怕过谁	0	0	0	
1月23日 11:14	你跟USERNAME都是在搞精准扶贫，又有什么区别呢，何况从结果看你的成效还大一点。现在这么义愤填膺的，莫非全世界都妞只能你一个人泡？	0	0	0	
1月23日 09:26	USERNAME从来就是为自己的利益发言的，你们还真当他正义啊，此时女主角是USERNAME女友闺蜜。不过好像在这留言的，谁管他正不正义……	0	0	0	
1月22日 21:24	女的要钱太过分了，逼得USERNAME不得不报警！！！！！如果你是USERNAME，谈个女人，还要把家底都给她，不是敲诈勒索？是什么？女的要钱太过分，她觉得自己的逼值千万。男的太渣，不会处理事。这社会很多女的要分手费住监狱的多的很，贱女监狱收！	1	1	1	
2月8日 14:15	流浪地球赚的盆满锅满，??投资失误了	0	0	0	
1月21日 23:47	你那么多前任，分手费你给她们几千万了没？如果没有你比USERNAME还渣，应该说你没法跟人家比	0	0	0	
1月21日 10:15	校长，竟然有人说你发声是为了讨好新女友，说你的新女友和陈是闺蜜，我打死也不信啊，这一波洗白	0	0	0	
1月20日 04:10	不要出来带节奏了好吗，这女的也不值得同情	0	0	0	
1月19日 12:49	USERNAME不需要买热搜他花钱撤USERNAME只要随便发一条立马就能上来放心撤的没有发的快USERNAME是自带流量自带热搜体??全微博仅此一人	0	0	0	
3月14日 09:33	那些连续发几十条评论刷屏的都是傻子么？？？	0	1	1	
2月7日 18:42	听说万达把撤资《流浪地球》的钱投到USERNAME演的《情圣2》，是真的吗？	0	0	0	
1月21日 22:57	你有什么资格骂USERNAME，你玩的女孩还少？自已送上门有几个不要的？你不就有几个臭钱吗？敲诈勒索就得做牢，活该	1	1	1	
1月21日 20:14	USERNAME是坏但女的也不是什么好东西??你作为公众人物就不要偏袒任何一方以防对自己的名声不利??好好玩你的女朋友去释放小蝌蚪吧	0	1	0	
1月19日 01:40	快幫幫你爸吧你爸現在搞大連足球連主教練都沒定下來呢要不你來管吧	0	0	0	
1月22日 19:25	USERNAME前女友张予曦说他们恋爱的时候，USERNAME只给了几十万的装修费。看看人家陈昱霖的家当，USERNAME怎么好意思骂USERNAME给不起钱呢？对比USERNAME，我都要觉得USERNAME是个大好人了。	0	0	0	
1月22日 17:02	她这么花钱，估计你都供不起，同情她的话帮她付十亿分手费把她收了吧	0	0	0	
1月21日 22:57	你们好好去看看女方以前发的微博，有脑子就会明白了，支持USERNAME	0	0	0	
1月21日 20:19	烦死，，，，真的是都有错，你不应该吓带节奏╯^╰，你又不知道具体事情是什么	0	0	0	
1月21日 14:07	你这个糟老头才是坏的很你女友跟那小三明明闺蜜！还以为你有多正义？我呸	1	1	1	
1月19日 12:16	回看陪过USERNAME的女人哪个不是名利双收相比之下吴这种太小人太隐形对付枕边人	0	0	0	
1月19日 00:51	哈哈哈哈哈，USERNAME男神	0	0	0	
1月19日 00:50	谁来给这两位起个组合名字送他们一起出道呗?	0	0	0	
1月19日 00:50	律师含警告??	0	0	0	
2月22日 14:28	USERNAME点赞了你的这条微博，贼恐怖	0	0	0	
2月15日 21:08	USERNAME你都有站姐了什么时候出道	0	0	0	
2月8日 11:00	今天才知道万达撤资流浪地球转投情圣2的事儿，挺戏剧化	0	0	0	
1月21日 23:57	那女孩坐的私人飞机照片，是校长你的私人飞机吗？你原来早就认识她？早就知道这个人？所以就帮她了？	0	0	0	
1月21日 23:40	我想说的是，USERNAME说的难道就是事实吗，谁也不能肯定，现在舆论一边倒都指责USERNAME，真是可怕	0	0	0	
1月21日 13:47	以为你为正义原谅是受了枕边风你被敲诈十几个亿看看看了陈的ins你完全输了你的历届女友哪个有她阔气	0	0	0	
1月21日 09:46	被人挖出你现女友和USERNAME的姘头是闺蜜……而且那姘头的ins也没清干净……这就很尴尬了……	0	1	1	
1月19日 12:00	校长你被屏蔽了！！！	0	0	0	
1月19日 11:11	感觉USERNAME还是很会疼女孩子的，最起码不会做对不起女孩子的事	0	0	0	
1月19日 01:27	前五十已经看不到了	0	0	0	
1月19日 00:54	牛逼！	0	0	0	
1月19日 00:50	牛逼！！！！！USERNAME真刚！！！	0	0	0	
1月19日 00:50	抢过你的女朋友	0	0	0	
1月19日 00:50	666??????我还在想校长的热搜都能撤！！！	0	0	0	
1月19日 00:50	你正义的有点可怕！！！纪检委又上岗啦	0	0	0	
1月19日 00:50	纪检委回来了	0	0	0	
1月19日 00:50	他撤热搜的速度是真的快	0	0	0	
1月19日 00:50	敢撤王校的热搜不想活啦	0	0	0	
2月8日 10:56	万达为何撤资流浪地球，反而给USERNAME的情圣2投资	0	0	0	
1月23日 13:18	真心希望USERNAME先生稳重一些，好歹也算个青年才俊，别总欠欠的，成龙夫妇对待小龙女母女的态度你咋不怼呢，你不敢呵呵。	0	0	0	
1月21日 21:57	怼你妹，那女的也不是什么好东西	1	1	1	
1月21日 19:31	USERNAME你不是最讨厌小三了，怎么突然对一个小三起了同情心？	0	0	0	
1月21日 14:57	据说你现女友跟陈小三是闺蜜，是吗？	0	0	0	
1月21日 11:53	USERNAME对小三是有多大的正义感	0	0	0	
1月21日 07:47	你也坏的让人害怕。	0	0	0	
1月22日 22:23	原以为USERNAME正义凛然，原来是帮女朋友的朋友。物以类聚，搞不好他女朋友之前也是做三的。	0	1	0	
1月21日 21:43	校长你给USERNAME展示一下，你每个交往完了女的给个10亿分手费，也对得起你这个外号	0	0	0	
1月21日 15:23	Saya—那边您道歉了吗？	0	0	0	
1月21日 14:16	USERNAME你个坏b！原以为你是因为正义！没想到是因为新欢！	1	1	1	
1月21日 12:48	去看那女的ins真的感觉那女的活该	1	1	1	
1月21日 12:46	USERNAME你装什么大瓣蒜，大言不惭，自己屁股没擦干净几天，有什么权利说别人	1	1	1	
1月21日 12:11	你这么狂，迟早有天也玩儿完。	1	1	1	
1月21日 12:06	男女都不是好东西，USERNAME这是要支持小三？	1	1	1	
1月21日 10:54	原来是听了枕边风难怪dissUSERNAMEUSERNAME对这女的已经够大方了试问如果你被一个女人要挟恐吓你会无动于衷吗？	1	1	1	
1月21日 08:51	gou男jian女。	1	1	1	
1月21日 08:51	狗男贱女，有家庭有媳妇，一个还想浪，一个往上贴。能有什么好结果，都是活该。	1	1	1	
1月21日 01:22	小三更坏贪得无厌！！！！	1	1	1	
3月19日 17:56	老大签到了噢耶	0	0	0	
3月8日 13:04	你第二次让我失望了，连个直播平台都养不起	0	0	0	
2月23日 17:45	校长为啥删了赵宇	0	0	0	
2月23日 16:59	校长为什么把见义勇为被拘14天给删了	0	0	0	
2月10日 21:07	USERNAME，我流浪地球已经看三遍了，一次自己，一次带父母，一次跟朋友一起看imax版	0	0	0	
2月10日 01:29	原来撤资流浪地球转投了情圣2啊???怪不得要骂USERNAME	0	0	0	
1月22日 22:29	别给自己挖坑跳，以后女的管你要过亿分手费看你给不给	0	0	0	
1月22日 05:16	也许USERNAME是爱她的，给她的生活真的即使再来个青春也值了，但是她不见得会爱他，她眼里只有钱！典型的贱女不值得同情！贪得无厌的下场就是这个女的的下场！我希望一坐到底！	0	0	0	
1月21日 23:51	假如你谈的每个女朋友都来威胁你给你要千万百万的，你会怎么做？给？行，给一千万，假如还要呢？继续给？？	0	0	0	
1月21日 21:59	就凭你上次删微博，你就算不得什么USERNAME，摆明看人下菜碟，怎么不连发三条diss京东那位呢？？到底why?欺软怕硬啊？怎么形容你，大家评评	1	1	1	
